CAT.1;CAT.2;CAT.Libellé;Détails;Code CG;Libellé;Rubrique du bilan;Préfixe du compte particulier;Référence code économique;Liaison
1;2;3;;23407;Réévaluation exceptionnelle des œuvres d'art;II.G.;05;N;0
1;2;3;;2341;Animaux;;;;0
1;2;3;;23411;Animaux;II.G.;05/06;O;0
1;2;3;;23419;Amortissement des animaux;II.G.;05/06;N;0
1;2;3;;2349;Autres investissements mobiliers;;;;0
1;2;3;;23491;Investissements mobiliers divers;II.G.;05/06;O;0
1;2;3;;23499;Amortissements des investissements mobiliers divers;II.G.;05/06;N;0
1;2;3;;24;ACQUISITION D’IMMOBILISES, VENTES ET TRAVAUX EN COURS D’EXECUTION;;;;0
1;2;3;;24011;Achat, aménagement et équipement de terrains en cours d’exécution et achat de bois sur pied;II.H.;08;O;0
1;2;3;;24021;Achat, construction et maintenance de bâtiments en cours d’exécution;II.H.;08;O;0
1;2;3;;24031;Travaux d’infrastructure et d'entretien de voirie en cours d’exécution;II.H.;08;O;0
1;2;3;;24041;Plans et études en cours de réalisation;II.H.;08;O;0
1;2;3;;24621;Vente de terrains et bâtiments en cours;II.H.;08;O;0
1;2;3;;25;SUBSIDES D’INVESTISSEMENT ET DONS ACCORDES;;;;0
1;2;3;;251;SUBSIDES D’INVESTISSEMENT ET DONS AUX ENTREPRISES PRIVEES;;;;0
1;2;3;;2511;Subsides d’investissement en capital aux entreprises privées;;;;0
1;2;3;;25111;Subsides d’investissement accordés en capital aux entreprises privées;III.A.;0462;O;0
1;2;3;;25119;Amortissement des subsides d’investissement accordés en capital aux entreprises privées;III.A.;0462;N;0
1;2;3;;2513;Subsides d’investissement et dons sous forme de biens patrimoniaux aux entreprises privées;;;;0
1;2;3;;25131;Subsides d’investissement et dons sous forme de biens patrimoniaux aux entreprises privées;III.A.;0462;N;0
1;2;3;;25139;Amortissement des subsides d’investissement et dons sous forme de biens patrimoniaux aux entreprises privées;III.A.;0462;N;0
1;2;3;;252;SUBSIDES D’INVESTISSEMENT ACCORDES EN CAPITAL AUX MENAGES, ASBL ET AUTRES ORGANISMES;;;;0
1;2;3;;2521;Subsides d’investissement accordés en capital aux ménages;;;;0
1;2;3;;25211;Subsides accordés en capital aux ménages;III.B.;0462;O;0
1;2;3;;25219;Amortissement des subsides d’investissement accordés en capital aux ménages;III.B.;0462;N;0
1;2;3;;2522;Subsides d’investissement accordés en capital aux ASBL;;;;0
1;2;3;;25221;Subsides d’investissement accordés en capital aux ASBL et aux autres organismes;III.B.;0462;O;0
1;2;3;;25229;Amortissement des subsides d’investissement accordés en capital aux ASBL et aux autres organismes;III.B.;0462;N;0
1;2;3;;2528;Subsides d’investissement et dons accordés sous forme de biens patrimoniaux aux ménages, ASBL et autres organismes;;;;0
1;2;3;;25281;Subsides d’investissement et dons accordés sous forme de biens patrimoniaux aux ménages, ASBL et autres organismes;III.B.;0462;N;0
1;2;3;;25289;Amortissement des subsides d’investissement et dons accordés sous forme de biens patrimoniaux aux ménages, ASBL et autres organismes;III.B.;0462;N;0
1;2;3;;254;SUBSIDES D’INVESTISSEMENT ET DONS ACCORDES SOUS FORME DE BIENS PATRIMONIAUX AUX POUVOIRS PUBLICS SUPERIEURS;;;;0
1;2;3;;25431;Subsides d’investissement et dons accordés sous forme de biens patrimoniaux aux pouvoirs publics supérieurs;III.C.;0462;N;0
1;2;3;;25439;Amortissement des subsides d’investissement et dons accordés sous forme de biens patrimoniaux aux pouvoirs publics supérieurs;III.C.;0462;N;0
1;2;3;;256;SUBSIDES D’INVESTISSEMENT ET DONS ACCORDES AUX AUTRES POUVOIRS PUBLICS;;;;0
1;2;3;;2561;Subsides d’investissement en capital accordés aux autres pouvoirs publics;;;;0
1;2;3;;25611;Subsides en capital  accordés à des fins spécifiques aux autres pouvoirs publics;III.D.;0462;O;0
1;2;3;;25619;Amortissement des subsides d’investissement accordés en capital aux autres pouvoirs publics;III.D.;0462;N;0
1;2;3;;2563;Subsides d’investissement et dons accordés sous forme de biens patrimoniaux aux autres pouvoirs publics;;;;0
1;2;3;;25631;Subsides d’investissement et dons accordés sous forme de biens patrimoniaux aux autres pouvoirs publics;III.D.;0462;N;0
1;2;3;;25639;Amortissement des subsides d’investissement et dons accordés sous forme de biens patrimoniaux aux autres pouvoirs publics;III.D.;0462;N;0
1;2;3;;26;EMPHYTEOSE, SUPERFICIE ET LOCATION-FINANCEMENT;;;;0
1;2;3;;261;DROITS REELS EN EMPHYTEOSE SUR BIENS IMMOBILISES ET DROITS DE SUPERFICIE;;;;0
1;2;3;;26121;Biens immobiliers pris en emphytéose ou en droit de superficie;II.I.;05;O;0
1;2;3;;26129;Amortissement des biens immobiliers pris en emphytéose ou en droit de superficie;II.I.;05;N;0
1;2;3;;262;BIENS IMMEUBLES EN LOCATION-FINANCEMENT;;;;0
1;2;3;;26211;Biens immobiliers détenus en location-financement;II.J.;05;O;0
1;2;3;;26216;Réévaluation annuelle des biens immobiliers détenus en location-financement;II.J.;05;N;0
1;2;3;;26217;Réévaluation exceptionnelle des biens détenus en location-financement;II.J.;05;N;0
1;2;3;;26219;Amortissement des immeubles détenus en location-financement;II.J.;05;N;0
1;2;3;;263;MOBILIER EN LOCATION-FINANCEMENT;;;;0
1;2;3;;26301;Biens mobiliers détenus en location-financement;II.J.;05/06;O;0
1;2;3;;26309;Amortissement des biens mobiliers détenus en location-financement;II.J.;05/06;N;0
1;2;3;;27;PROMESSES DE SUBSIDES ET PRETS OCTROYES ET CREANCES A LONG TERME;;;;0
1;2;3;;270;PROMESSES DE SUBSIDES D’INVESTISSEMENT DES ORGANISMES PUBLICS;;;;0
1;2;3;;2704;Promesses de subsides en capital des pouvoirs publics supérieurs;;;;0
1;2;3;;27041;Promesses de subsides en capital des pouvoirs publics supérieurs;IV.A.;04711;N;0
1;2;3;;27049;Liquidation des subsides en capital versés par les pouvoirs publics supérieurs;IV.A.;04711;N;0
1;2;3;;2705;Promesses de subsides en récupération de remboursement d’emprunts des pouvoirs publics supérieurs;;;;0
1;2;3;;27051;Promesses de subsides en récupération de remboursement d’emprunts des pouvoirs publics supérieurs;IV.A.;04710;N;0
1;2;3;;27059;Récupération auprès des pouvoirs publics supérieurs des remboursements périodiques d'emprunts;IV.A.;04710;O;0
1;2;3;;2706;Promesses de subsides en capital des autres pouvoirs publics ;;;;0
1;2;3;;27061;Promesses de subsides en capital des autres pouvoirs publics ;IV.A.;04711;N;0
1;2;3;;27069;Subsides en capital versés par les autres pouvoirs publics ;IV.A.;04711;N;0
1;2;3;;274;CREANCES DIVERSES A LONG TERME;;;;0
1;2;3;;27400;Produits financiers capitalisés;IV.A.;0473;N;0
1;2;3;;275;PRETS ACCORDES;;;;0
1;2;3;;2751;Prêts accordés;;;;0
1;2;3;;27511;Prêts accordés à plus d'un an;IV.B.;045;O;0
1;2;3;;27515;Réduction de valeur des prêts accordés à plus d'un an;IV.B.;045;N;0
1;2;3;;27519;Récupération des prêts accordés à plus d'un an;IV.B.;045;O;0
1;2;3;;27561;Prêts aux autres pouvoirs publics;IV.B.;045;N;0
1;2;3;;28;ACTIFS FINANCIERS;;;;0
1;2;3;;282;PARTICIPATIONS DANS DES ENTREPRISES;;;;0
1;2;3;;2821;Participations dans des entreprises publiques;;;;0
1;2;3;;28211;Participations dans des entreprises publiques;V.A.;05;O;0
1;2;3;;28212;Libération des participations dans les entreprises publiques;V.A.;05;O;0
1;2;3;;2822;Participations dans des entreprises privées ou à finalité sociale;;;;0
1;2;3;;28221;Participations dans des entreprises privées ou à finalité sociale;V.A.;05;O;0
1;2;3;;28222;Libération des participations dans les entreprises privées ou à finalité sociale;V.A.;05;O;0
1;2;3;;285;TITRES A REVENUS FIXES;;;;0
1;2;3;;28510;Titres à revenus fixes;V.A.;05;O;0
1;2;3;;288;CAUTIONNEMENTS A PLUS D’UN AN EN ESPECES;;;;0
1;2;3;;28800;Cautionnements versés en numéraire à plus d’un an;V.B.;05;O;0
1;2;3;;28805;Récupérations des cautionnements versés en numéraire à plus d'un an;V.B.;05;O;0
1;2;3;;3;STOCKS;;;;0
1;2;3;;30;STOCKS;;;;0
1;2;3;;30111;Stocks de fournitures de bureau;VI.;;N;0
1;2;3;;30112;Stocks de fournitures techniques;VI.;;N;0
1;2;3;;30113;Stocks de fournitures pour les bâtiments;VI.;;N;0
1;2;3;;30115;Stocks de fournitures pour les véhicules;VI.;;N;0
1;2;3;;30117;Stocks de fournitures pour la voirie;VI.;;N;0
1;2;3;;30140;Stocks de biens destinés à la revente;VI.;;N;0
1;2;3;;30199;Réduction des valeurs actées des stocks;VI.;09;N;0
1;2;3;;4;COMPTES DE TIERS;;;;0
1;2;3;;40;DEBITEURS;;;;0
1;2;3;;400;DEBITEURS DE TAXES, DE REDEVANCES ET DE PRODUITS D’EXPLOITATION;;;;0
1;2;3;;40001;Débiteurs de taxes et redevances par nature et exercice;VII.A.;Tiers;N;0
1;2;3;;40002;Débiteurs de taxes et redevances par compte particulier individualisé;VII.A.;Tiers;N;0
1;2;3;;40003;Débiteurs de produits d’exploitation par nature et exercice;VII.A.;Tiers;N;0
1;2;3;;40004;Débiteurs de produits d’exploitation par compte particulier individualisé;VII.A.;Tiers;N;0
1;2;3;;407;DEBITEURS DOUTEUX DE TAXES, DE REDEVANCES ET DE PRODUITS D'EXPLOITATION;;;;0
1;2;3;;40700;Débiteurs douteux de taxes, de redevances et de produits d’exploitation;VII.A.;03;N;0
1;2;3;;409;REDUCTIONS DE VALEURS DES CREANCES;;;;0
1;2;3;;40900;Réductions de valeur actées sur créances;VII.A.;04;N;0
1;2;3;;41;AUTRES CREANCES;;;;0
1;2;3;;411;TVA;;;;0
1;2;3;;41100;TVA récupérable;VII.B.1.;Tiers;N;0
1;2;3;;412;TAXES ET IMPOTS;;;;0
1;2;3;;41204;Impôts additionnels;VII.B.1.;Tiers;N;0
1;2;3;;413;SUBSIDES, DONS, LEG,EMPRUNTS ET CAUTIONNEMENTS;;;;0
1;2;3;;41301;Subsides d’investissements en capital, dons et legs;VII.B.2.;Tiers;N;0
1;2;3;;41302;Subsides d’exploitation à recevoir;VII.B.2.;Tiers;N;0
1;2;3;;41303;Emprunts à recevoir;VII.B.2.;Tiers;N;0
1;2;3;;41304;Location-financement;VII.B.2.;Tiers;N;0
1;2;3;;41305;Subsides RI du pouvoir public supérieur;VII.B.2.;Tiers;N;0
1;2;3;;41306;Subsides ERI du pouvoir public supérieur;VII.B.2.;Tiers;N;0
1;2;3;;41307;Subside des autres pouvoirs publics;VII.B.2.;Tiers;N;0
1;2;3;;41308;Cautionnement à recevoir;VII.B.2.;Tiers;N;0
1;2;3;;415;INTERETS, DIVIDENDES ET AUTRES RISTOURNES;;;;0
1;2;3;;41513;Intérêts créditeurs des comptes financiers;VII.B.3.;Tiers;N;0
1;2;3;;41514;Récupération des charges financières d’emprunts;VII.B.3.;Tiers;N;0
1;2;3;;41515;Intérêts de titres et de prêts;VII.B.3.;Tiers;N;0
1;2;3;;41516;Dividendes;VII.B.3.;Tiers;N;0
1;2;3;;416;DEBITEURS DIVERS;;;;0
1;2;3;;41600;Débiteurs divers;VII.B.4.;Tiers;N;0
1;2;3;;417;DEBITEURS DOUTEUX DIVERS;;;;0
1;2;3;;41700;Débiteurs douteux divers;VII.B.4.;03;N;0
1;2;3;;418;VALEURS ECHUES;;;;0
1;2;3;;41800;Valeurs échues (effets);VII.B.4.;Tiers;N;0
1;2;3;;419;REDUCTIONS DE VALEURS DES CREANCES ET CREANCES EN COMPTES COURANTS;;;;0
1;2;3;;41900;Réductions de valeurs actées sur créances diverses;VII.B.4.;04;N;0
1;2;3;;42;CREANCES ECHEANT DANS L’EXERCICE;;;;0
1;2;3;;425;RECUPERATION DES EMPRUNTS ET DES PRETS;;;;0
1;2;3;;4251;Récupération des remboursements d’emprunts;;;;0
1;2;3;;42514;Récupération des remboursements périodiques des emprunts;VII.C.;Tiers;N;0
1;2;3;;42516;Récupération des remboursements périodiques des emprunts échéant dans l’année;VII.C.;Tiers;N;0
1;2;3;;4252;Récupération des prêts ;;;;0
1;2;3;;42521;Récupération des prêts ;VII.D.;Tiers;N;0
1;2;3;;42527;Récupérationdes prêts échéant dans l'année;VII.D.;Tiers;N;0
1;2;3;;43;DETTES FINANCIERES;;;;0
1;2;3;;433;DETTES FINANCIERES SUR COMPTE COURANT;;;;0
1;2;3;;43300;Emprunts à court terme;VIII'.A'.3'.;Tiers;N;0
1;2;3;;43301;Intérêts débiteurs sur les comptes financiers;VIII'.A'.3'.;Tiers;N;0
1;2;3;;435;DETTES A PLUS D'UN AN ECHEANT DANS L'ANNEE;;;;0
1;2;3;;4351;Remboursements périodiques d’emprunts;;;;0
1;2;3;;43511;Remboursements périodiques des emprunts;VIII'.A'.1'.;Tiers;N;0
1;2;3;;43513;Reclassements périodiques des emprunts échéant dans l’année;VIII'.A'.1'.;Tiers;N;0
1;2;3;;43514;Reclassements périodiques des dettes de location-financement échéant dans l’année;VIII'.A'.1'.;Tiers;N;0
1;2;3;;43516;Fonds d’amortissement des emprunts publics : remboursements;VIII'.A'.1'.;Tiers;N;0
1;2;3;;4352;Remboursements anticipés  d’emprunts;;;;0
1;2;3;;43521;Remboursements anticipé des emprunts;VIII'.A'.1'.;Tiers;N;0
1;2;3;;436;CHARGES FINANCIERES D’EMPRUNTS;;;;0
1;2;3;;43611;Charges financières des emprunts à charge de l'entité;VIII'.A’.2'.;Tiers;N;0
1;2;3;;43616;Fonds d’amortissement des emprunts publics : intérêts;VIII'.A’.2'.;Tiers;N;0
1;2;3;;44;DETTES COMMERCIALES;;;;0
1;2;3;;440;FOURNISSEURS;;;;0
1;2;3;;44000;Fournisseurs;VIII'.B’.;Tiers;N;0
1;2;3;;44000;Fournisseurs facturation interne;VIII'.B’.;Tiers;N;0
1;2;3;;442;FACTURES A RECEVOIR;;;;0
1;2;3;;44200;Factures à recevoir;VIII'.B’.;Tiers;N;0
1;2;3;;447;FACTURES ENTRANTES EN COURS D’IMPUTATION;;;;0
1;2;3;;44700;Factures à imputer;VIII'.B’.;Tiers;N;0
1;2;3;;45;DETTES FISCALES, SOCIALES ET SALAIRES;;;;0
1;2;3;;451;TVA;;;;0
1;2;3;;45100;TVA à payer;VIII'.C’.;Tiers;N;0
1;2;3;;45110;TVA à payer après perception des tiers redevables;VIII'.C’.;Tiers;N;0
1;2;3;;452;IMPOTS ET TAXES;;;;0
1;2;3;;45200;Impôts et taxes;VIII'.C’.;Tiers;N;0
1;2;3;;453;PRECOMPTE;;;;0
1;2;3;;4530;Précompte professionnel;;;;0
1;2;3;;45300;Précompte professionnel retenu;VIII'.C’.;Tiers;N;0
1;2;3;;4531;Précompte mobilier;;;;0
1;2;3;;45310;Précompte mobilier retenu;VIII'.C’.;Tiers;N;0
1;2;3;;4533;Précompte fiscal;;;;0
1;2;3;;45330;Retenue fiscale (entreprises non enregistrées);VIII'.C’.;Tiers;N;0
1;2;3;;454;COTISATIONS SOCIALES;;;;0
1;2;3;;4540;Sécurité sociale;;;;0
1;2;3;;45400;Cotisations à l’ONSS;VIII'.C’.;Tiers;N;0
1;2;3;;4543;Retenues sociales pour entreprises non enregistrées;;;;0
1;2;3;;45430;Retenues sociales pour entreprises non enregistrées;VIII'.C’.;Tiers;N;0
1;2;3;;4545;Cotisations pensions;;;;0
1;2;3;;45452;Cotisations pour la pension des mandataires;VIII'.C’.;Tiers;N;0
1;2;3;;45453;Cotisations aux autres caisses de pensions;VIII'.C’.;Tiers;N;0
1;2;3;;455;REMUNERATIONS NETTES;;;;0
1;2;3;;45500;Indemnités et rémunérations nettes;VIII'.C’.;Tiers;N;0
1;2;3;;458;AUTRES RETENUES SUR LES REMUNERATIONS;;;;0
1;2;3;;45820;Autres retenues sur les rémunérations;VIII'.C’.;Tiers;N;0
1;2;3;;46;DEBITEURS ET CREDITEURS DIVERS;;;;0
1;2;3;;460;DEBITEURS A CARACTERE SOCIAL;;;;0
1;2;3;;46001;Récupération de revenus d'intégration (Bénéficiaires);VII.E.;014;N;0
1;2;3;;46002;Récupération d'équivalent du revenu d'intégration (Bénéficiaires);VII.E.;014;N;0
1;2;3;;46011;Récupération de l'aide sociale (Bénéficiaires);VII.E.;014;N;0
1;2;3;;461;GARANTIES, AVANCES ET ACOMPTES VERSES;;;;0
1;2;3;;46101;Avances accordées et acomptes;VII.B.4.;Tiers;N;0
1;2;3;;46102;Garanties et cautionnements versés;VII.B.4.;Tiers;N;0
1;2;3;;46103;Acomptes et avances au personnel ;VII.B.4.;Tiers;N;0
1;2;3;;46105;Récupérations de garanties sur emprunts;VII.B.4.;Tiers;N;0
1;2;3;;464;AVANCES ET GARANTIES RECUES;;;;0
1;2;3;;46401;Avances et acomptes reçus en numéraire;VIII'.D’.;Tiers;N;0
1;2;3;;46402;Cautionnements reçus;VIII'.D’.;Tiers;N;0
1;2;3;;465;PRETS ET SUBSIDES A PAYER;;;;0
1;2;3;;46501;Prêts octroyés à payer;VIII'.D’.;Tiers;N;0
1;2;3;;46502;Subsides octroyés à payer;VIII'.D’.;Tiers;N;0
1;2;3;;466;DETTES DIVERSES;;;;0
1;2;3;;46601;Dettes diverses;VIII'.D’.;Tiers;N;0
1;2;3;;467;DEBITEURS DOUTEUX DE CREANCES SOCIALES;;;;0
1;2;3;;46700;Débiteurs douteux de créances sociales;VII.E.;03;N;0
1;2;3;;46701;PARTICIPATIONS A PAYER;;;;0
1;2;3;;46701;Participations à payer;VIII'.D’.;Tiers;N;0
1;2;3;;468;CREDITEURS A CARACTERE SOCIAL;;;;0
1;2;3;;46801;Octroi du revenu d'intégration;VIII'.E'.;014;N;0
1;2;3;;46802;Octroi de l'équivalent du revenu d'intégration;VIII'.E'.;014;N;0
1;2;3;;46811;Octroi de l'aide sociale aux bénéficiaires;VIII'.E'.;014;N;0
1;2;3;;469;REDUCTIONS DE VALEURS DES CREANCES SOCIALES;;;;0
1;2;3;;46900;Réductions de valeur actées sur créances;VII.E.;Tiers;N;0
1;2;3;;48;OPERATIONS POUR COMPTE DE TIERS;;;;0
1;2;3;;48100;Opérations diverses pour compte de tiers;IX’.;Tiers;N;0
1;2;3;;48400;Récupération à charge de tiers pour une autre commune;IX’.;Tiers;N;0
1;2;3;;48500;Dons, legs et fondations;IX’.;Tiers;N;0
1;2;3;;49;COMPTES DE REGULARISATION ET D’ATTENTE;;;;0
1;2;3;;49000;Charges à reporter;X.;Tiers;N;0
1;2;3;;49010;Charges à reporter;X.;Tiers;N;0
1;2;3;;49020;Produits acquis;X.;Tiers;N;0
1;2;3;;49030;Charges à imputer;X’.;Tiers;N;0
1;2;3;;49040;Produits à reporter;X’.;Tiers;N;0
1;2;3;;49200;Comptes des gestionnaires imputateurs;X.;003;N;0
1;2;3;;49500;Recouvrements à identifier;X’.;Tiers;N;0
1;2;3;;49501;Recettes portées dans les journaux auxiliaires;X’.;Tiers;N;0
1;2;3;;49600;Paiements à identifier;X.;Tiers;N;0
1;2;3;;49700;Recouvrements à ventiler;X’.;Tiers;N;0
1;2;3;;49800;Sommes perçues indûment;X’.;Tiers;N;0
1;2;3;;49900;Avances sur intérêts d’emprunts versées;X.;Tiers;N;0
1;2;3;;49999;Compte de reprise;X. ou X’.;Tiers;N;0
1;2;3;;5;COMPTES FINANCIERS;;;;0
1;2;3;;55;INSTITUTIONS FINANCIERES ET CAISSE;;;;0
1;2;3;;550;INSTITUTIONS FINANCIERES;;;;0
1;2;3;;55001;Comptes courants;IX.B.;071;N;0
1;2;3;;55005;Avances sur emprunts ;IX.B.;071;N;0
1;2;3;;55006;Comptes d’ouvertures de crédits sur emprunts ;IX.B.;071;N;0
1;2;3;;55010;Comptes à vue particuliers ;IX.B.;071;N;0
1;2;3;;55018;Comptes du fonds d’emprunts et subsides ;IX.B.;071;N;0
1;2;3;;55030;Comptes du fonds d’emprunts (reliquats à réaffecter) ;IX.B.;071;N;0
1;2;3;;55050;Comptes d’ouverture de crédit d’escompte de subsides ;IX.B.;071;N;0
1;2;3;;55070;Comptes de capitalisation de charges d’emprunts;IX.B.;071;N;0
1;2;3;;553;PLACEMENTS DE TRESORERIE;;;;0
1;2;3;;55300;Comptes à terme à un an au plus;IX.A.;071;N;0
1;2;3;;557;CAISSE ESPECES;;;;0
1;2;3;;55700;Caisse centrale;IX.B.;071;N;0
1;2;3;;56;VIREMENTS INTERNES;;;;0
1;2;3;;56000;Virements internes;IX.C.;072000;N;0
1;2;3;;58;PAIEMENTS EN COURS D’EXECUTION;;;;0
1;2;3;;580;PAIEMENTS EN COURS ;;;;0
1;2;3;;58001;Paiements en cours sur comptes courants ;IX.C.;072;N;0
1;2;3;;58006;Paiements en cours sur comptes d’ouverture de crédit sur emprunts ;IX.C.;072;N;0
1;2;3;;58010;Paiements en cours sur comptes à vue particuliers ;IX.C.;072;N;0
1;2;3;;58018;Paiements en cours sur comptes d’emprunts et subsides ;IX.C.;072;N;0
1;2;3;;58030;Paiements en cours sur comptes de reliquats d’emprunts ;IX.C.;072;N;0
1;2;3;;58050;Paiements en cours sur comptes d’escompte de subsides ;IX.C.;072;N;0
1;2;3;;583;PAIEMENTS EN COURS SUR COMPTES DE PLACEMENTS D’ARGENT;;;;0
1;2;3;;58300;Paiements en cours sur comptes de dépôt à terme à un an au plus;IX.C.;072;N;0
1;2;3;;6;CHARGES PAR NATURE;;;;0
1;2;3;;60;ACHATS DE MATIERES;;;;0
1;2;3;;601;ACHATS DE MATIERES POUR GESTION DE STOCKS;;;;0
1;2;3;;6011;Achats de fournitures pour gestion de stocks;;;;0
1;2;3;;60115;Fournitures pour la gestion de stocks;I.A.;;O;0
1;2;3;;6014;Achats de matières pour gestion de stocks destinés à la revente;;;;0
1;2;3;;60140;Fournitures pour la gestion de stocks destinées à la revente;I.A.;;O;0
1;2;3;;607;ACHATS POUR CONSOMMATION DIRECTE;;;;0
1;2;3;;6071;Achats pour consommation directe et revente directe;;;;0
1;2;3;;60711;Fournitures administratives pour consommation directe;I.A.;;O;0
1;2;3;;60712;Fournitures techniques pour consommation directe;I.A.;;O;0
1;2;3;;60713;Fournitures pour les biens immobiliers pour consommation directe;I.A.;;O;0
1;2;3;;60715;Fournitures et carburant pour les véhicules pour consommation directe;I.A.;;O;0
1;2;3;;60716;Frais d’achats de livres, de documentation et d’abonnements;I.A.;;O;0
1;2;3;;6074;Achats pour la revente directe;;;;0
1;2;3;;60740;Fournitures administratives destinées à la revente directe;I.A.;;O;0
1;2;3;;60741;Fournitures techniques destinées à la revente directe;I.A.;;O;0
1;2;3;;6099;Facturation interne achat ;;;;0
1;2;3;;60740;Fournitures administratives destinées à la revente directe;I.A.;;O;0
1;2;3;;61;SERVICES ET BIENS DIVERS D’EXPLOITATION;;;;0
1;2;3;;610;LOYERS ET CHARGES LOCATIVES DES IMMEUBLES;;;;0
1;2;3;;61000;Loyers et charges locatives des immeubles ;I.B.;;O;0
1;2;3;;611;INDEMNITES ET FRAIS DE SERVICE POUR LE PERSONNEL;;;;0
1;2;3;;61101;Frais de déplacements, de séjour et de service du personnel et des mandataires;I.B.;;O;0
1;2;3;;612;HONORAIRES, JETONS DE PRESENCE ET AUTRES INDEMNITES AU PERSONNEL N’APPARTENANT PAS A L’ENTITÉ;;;;0
1;2;3;;61201;Honoraires, indemnités, droits d'auteur et jetons de présence;I.B.;;O;0
1;2;3;;61206;Prestations du personnel détaché par des tiers;I.B.;;O;0
1;2;3;;61207;Prestations des agents sous contrat d'insertion affectés dans les services communaux;I.B.;;O;0
1;2;3;;613;FRAIS DE FONCTIONNEMENT;;;;0
1;2;3;;6130;Frais de réception et de représentation;;;;0
1;2;3;;61309;Frais de réception et de représentation;I.B.;;O;0
1;2;3;;6131;Frais de fonctionnement administratif;;;;0
1;2;3;;61310;Frais de gestion et du fonctionnement de l’informatique;I.B.;;O;0
1;2;3;;61311;Prestations administratives de tiers ;I.B.;;O;0
1;2;3;;61312;Frais de télécomunication et de correspondance;I.B.;;O;0
1;2;3;;61313;Frais de location et d’entretien du matériel et du mobilier de bureau loués;I.B.;;O;0
1;2;3;;61317;Frais de formation du personnel;I.B.;;O;0
1;2;3;;61319;Autres frais administratifs;I.B.;;O;0
1;2;3;;6132;Frais de fonctionnement technique;;;;0
1;2;3;;61321;Prestations techniques de tiers et entretien des fournitures techniques;I.B.;;O;0
1;2;3;;61322;Entretien et location de linge plat et/ou de vêtements de travail pour le personnel;I.B.;;O;0
1;2;3;;61323;Fournitures d’énergie pour le fonctionnement;I.B.;;O;0
1;2;3;;61325;Frais d'animation;I.B.;;O;0
1;2;3;;61327;Frais de fonctionnement technique relatifs aux écoles ;I.B.;;O;0
1;2;3;;61328;Frais de fonctionnement technique relatifs aux enfants pris en charge;I.B.;;O;0
1;2;3;;61329;Autres frais techniques;I.B.;;O;0
1;2;3;;6133;Frais de fonctionnement des bâtiments;;;;0
1;2;3;;61331;Prestations de tiers pour les bâtiments;I.B.;;O;0
1;2;3;;61332;Fournitures d’énergie et d'eau pour les biens immobiliers;I.B.;;O;0
1;2;3;;61339;Autres frais pour les bâtiments;I.B.;;O;0
1;2;3;;6134;Frais de fonctionnement des moyens de transport;;;;0
1;2;3;;61341;Prestations de tiers pour les véhicules;I.B.;;O;0
1;2;3;;61343;Location de véhicules, de matériel roulant et assimilés;I.B.;;O;0
1;2;3;;61349;Autres frais pour les véhicules;I.B.;;O;0
1;2;3;;615;FRAIS D’ASSURANCES (HORS PERSONNEL);;;;0
1;2;3;;61501;Assurances couvrant les véhicules et le charroi;I.B.;;O;0
1;2;3;;61508;Assurances couvrant les biens immobiliers;I.B.;;O;0
1;2;3;;61509;Assurances diverses (RC, mobiliers, …);I.B.;;O;0
1;2;3;;616;IMPOTS A CHARGE DE L’ENTITÉ;;;;0
1;2;3;;61601;Impôts, taxes et redevances diverses sur biens immobiliers;I.B.;;O;0
1;2;3;;61602;Précompte mobilier ;I.B.;;O;0
1;2;3;;61604;Impôts et taxes sur les véhicules;I.B.;;O;0
1;2;3;;61609;Impôts, taxes et redevances divers;I.B.;;O;0
1;2;3;;6199;Facturation interne service et biens divers d'exploitation;;;;0
1;2;3;;61999;Facturation interne service et biens divers d'exploitation;I.B.;;O;0
1;2;3;;62;FRAIS DE PERSONNEL;;;;0
1;2;3;;620;CHARGES DE TRAITEMENTS;;;;0
1;2;3;;62001;Traitements des mandataires politiques;I.C.;;O;0
1;2;3;;62002;Traitements du personnel statutaire;I.C.;;O;0
1;2;3;;62003;Traitements du personnel contractuel ;I.C.;;O;0
1;2;3;;62004;Traitements du personnel contractuel ACS;I.C.;;O;0
1;2;3;;62005;Traitements du personnel enseignant à charge des communautés ;I.C.;;O;0
1;2;3;;62006;Charges salariales restantes des agents sous contrat d'insertion;I.C.;;O;0
1;2;3;;621;CHARGES D’ALLOCATIONS SOCIALES;;;;0
1;2;3;;62101;Pécule de vacances pour les mandataires politiques ;I.C.;;O;0
1;2;3;;62102;Pécules de vacances pour le personnel statutaire;I.C.;;O;0
1;2;3;;62103;Pécule de vacances du personnel contractuel ;I.C.;;O;0
1;2;3;;62104;Pécules de vacances pour le  personnel A.C.S.;I.C.;;O;0
1;2;3;;62106;Pécules de vacances des agents sous contrat d'insertion;I.C.;;O;0
1;2;3;;62129;Autres allocations et interventions sociales diverses;I.C.;;O;0
1;2;3;;622;CHARGES PATRONALES DE SECURITE SOCIALE;;;;0
1;2;3;;62201;Cotisations patronales à la sécurité sociale pour les mandataires politiques;I.C.;;O;0
1;2;3;;62202;Cotisations patronales à la sécurité sociale pour le personnel statutaire (primes syndicales incluses);I.C.;;O;0
1;2;3;;62203;Cotisations patronales à la sécurité sociale pour du personnel contractuel (primes syndicales incluses);I.C.;;O;0
